Symbol,Company Name,Market cap,Beta,P/E,Price,Volume,Annual Return,Cluster
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,2926125644000,0.559,35.27,1354.6,20876747,1.0933,3
ABBOTINDIA.NS,Abbott India Limited,583785206295,0.056,48.0,27473.15,31201,0.2649,0
INDIACEM.NS,The India Cements Limited,60832781100,-0.126,-28.23,196.3,2617358,0.1933,0
ALICON.NS,Alicon Castalloy Limited,17173273890,0.792,28.47,1056.05,26869,0.2378,1
SATINDLTD.NS,Sat Industries Ltd,9739399992,1.116,0.0,88.85,320690,0.4615,1
REPRO.NS,Repro India Limited,9575616675,0.614,77.55,669.75,38613,1.3646,0
MHLXMIRU.NS,Mahalaxmi Rubtech Limited,2163355110,0.167,20.03,203.7,47896,-0.2404,0
LOVABLE.NS,Lovable Lingerie Limited,1738260000,1.154,42.54,117.45,15778,0.2972,1
BAGFILMS.NS,B.A.G. Films and Media Limited,1711634938,0.046,30.54,8.2,127007,1.3286,0
CONSUMBEES.NS,NIP IND ETF CONSUMPTION,453521915,0.8535581,0.0,119.73,406710,0.4434,1
CHAMBLFERT.NS,Chambal Fertilisers and Chemicals Limited,156494671200,0.722,13.0,390.6,2891975,0.35,1
STARCEMENT.NS,Star Cement Limited,85524488000,0.352,29.57,211.6,289224,1.0574,0
GHCL.NS,GHCL Limited,47925277400,0.283,5.87,500.5,175040,-0.0996,0
VIDHIING.NS,Vidhi Specialty Food Ingredients Limited,23239408500,0.18,64.36,465.3,167256,0.3952,0
PRECOT.NS,Precot Limited,4800000000,0.688,29.09,400.0,17382,0.7389,1
HNGSNGBEES.NS,Nippon India ETF Hang Seng BeES,3846596610,0.21050619,11.61,303.35,81475,-0.1462,0
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,162162000,0.483,-0.52,5.5,35333,0.5797,0
APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,853313650250,0.554,94.94,5934.65,487265,0.4763,0
SKFINDIA.NS,SKF India Limited,300553377200,0.474,54.84,6079.4,58384,0.0365,0
VSTTILLERS.NS,V.S.T. Tillers Tractors Limited,29916964484,1.069,25.71,3462.8,64277,0.4498,1
UNIVCABLES.NS,Universal Cables Limited,21854632460,0.864,20.98,629.9,47533,0.3443,1
DIVOPPBEES.NS,Nippon India Mutual Fund - Nippon India ETF Dividend Opportunities,431168710,0.65549934,0.0,75.34,162108,0.437,1
TNTELE.NS,Tamilnadu Telecommunications Limited,413413050,-0.039,-2.87,9.05,9241,0.8091,0
GREENLAM.NS,Greenlam Industries Limited,77058927104,0.833,52.3,547.3,47284,0.6795,1
MAITHANALL.NS,Maithan Alloys Limited,33024199040,0.51,9.74,1134.4,123459,0.2031,0
DECCANCE.NS,Deccan Cements Limited,7998982875,0.326,22.07,571.05,10397,0.448,0
HMVL.NS,Hindustan Media Ventures Limited,6737267820,0.691,70.93,91.45,44386,1.5064,1
UNIVPHOTO.NS,Universus Photo Imagings Limited,3533015150,0.711,-1.86,322.75,1881,-0.1067,1
BERGEPAINT.NS,Berger Paints India Limited,553813290000,0.334,47.44,475.05,6311252,0.2036,0
AIAENG.NS,AIA Engineering Limited,345245676140,0.405,31.02,3660.35,118689,0.3463,0
SPARC.NS,Sun Pharma Advanced Research Company Limited,68149620000,0.74,-17.84,210.0,697931,1.0558,1
SIS.NS,SIS Limited,58627085000,0.188,31.37,406.85,55161,0.2477,0
LGBBROSLTD.NS,L.G. Balakrishnan & Bros Limited,37815285040,0.275,14.14,1204.6,34983,0.7048,0
LAOPALA.NS,La Opala RG Limited,33893850000,0.463,26.91,305.35,114407,-0.1196,0
SALASAR.NS,Salasar Techno Engineering Limited,32702992205,0.84,82.5,19.2,6673117,1.5406,1
5PAISA.NS,5paisa Capital Limited,15880171085,1.24,31.11,509.05,51430,0.8226,1
TAKE.NS,TAKE Solutions Limited,2966076700,0.772,-2.53,20.05,198026,0.566,1
SHIVATEX.NS,Shiva Texyarn Limited,2164770900,0.381,-21.1,167.0,41290,0.1878,0
PPLPHARMA.NS,Piramal Pharma Limited,193426662380,2.067115,1047.86,145.9,2355918,0.9054,4
RHIM.NS,RHI Magnesita India Limited,135320105300,0.849,-138.1,655.3,211062,-0.0899,1
EIDPARRY.NS,E.I.D.- Parry (India) Limited,123028849900,0.597,14.0,693.05,1382141,0.1756,0
TCI.NS,Transport Corporation of India Limited,66226481955,0.145,19.51,851.85,28723,0.3137,0
PRUDENT.NS,Prudent Corporate Advisory Services Limited,63826326886,0.497,47.82,1541.45,71981,0.4956,0
SUNDARMHLD.NS,Sundaram Finance Holdings Limited,58213458400,0.476,11.02,262.1,181165,1.6412,0
DOLLAR.NS,Dollar Industries Limited,30340277695,0.709,34.56,534.95,121432,0.4965,1
E2E.NS,E2E Networks Limited,21882311400,0.718,112.48,1510.5,34355,4.5649,1
PRITI.NS,Priti International Limited,1937088578,-0.871,18.02,138.3,47877,0.1597,0
VOLTAS.NS,Voltas Limited,482992834500,0.379,192.29,1459.7,1929913,0.3559,0
IEX.NS,Indian Energy Exchange Limited,139564285946,0.59,41.91,156.95,16870068,0.067,0
JUBLPHARMA.NS,Jubilant Pharmova Limited,109903890000,1.581,145.92,690.0,340676,1.0751,1
JUBLINGREA.NS,Jubilant Ingrevia Limited,77211464750,0.32,43.13,484.75,194667,0.2645,0
EPL.NS,EPL Limited,56989841000,0.727,27.25,179.0,696961,0.1397,1
HERITGFOOD.NS,Heritage Foods Limited,50713014000,0.712,51.86,546.5,12632492,1.3137,1
GTPL.NS,GTPL Hathway Limited,17802892900,1.02,17.36,158.3,45646,0.7788,1
GRMOVER.NS,GRM Overseas Limited,7890000000,0.518,13.26,131.5,57992,-0.3689,0
GTL.NS,GTL Limited,1887564000,0.762,0.9,12.0,41275,0.9479,1
AKASH.NS,Akash Infra-Projects Limited,578383750,0.67,-92.63,34.3,20037,0.3462,1
AFFLE.NS,Affle (India) Limited,155099195800,1.199,52.7,1106.2,251989,0.0795,1
AAATECH.NS,AAA Technologies Limited,1287169380,0.083,41.5,100.35,15453,0.7421,0
LAXMICOT.NS,Laxmi Cotspin Limited,485279910,-0.308,-6.17,28.3,30746,0.4711,0
GICRE.NS,General Insurance Corporation of India,605531160000,1.119,9.32,345.15,1162680,1.4622,1
AMBER.NS,Amber Enterprises India Limited,122495131035,-0.1,95.24,3635.55,65748,0.9987,0
DCBBANK.NS,DCB Bank Limited,40467011750,0.685,7.67,129.25,3793981,0.112,1
JITFINFRA.NS,JITF Infralogistics Limited,19708311975,0.928,56.88,766.75,6250,5.8582,1
ICEMAKE.NS,Ice Make Refrigeration Limited,11433181635,0.213,44.14,724.55,184497,0.8269,0
KILITCH.NS,Kilitch Drugs (India) Limited,5226747500,0.304,36.1,325.0,6450,1.811,0
HISARMETAL.NS,Hisar Metal Industries Limited,989010000,0.853,15.69,183.15,9463,0.4031,1
AMBICAAGAR.NS,Ambica Agarbathies Aroma & Industries Limited,428576130,0.362,-11.5,24.95,14624,0.3117,0
HAVISHA.NS,Sri Havisha Hospitality and Infrastructure Limited,374170849,0.849,-33.57,2.3,27888,0.3235,1
KSHITIJPOL.NS,Kshitij Polyline Limited,298075658,-0.432,0.0,5.6,111996,-0.73,0
JKCEMENT.NS,J.K. Cement Limited,302736257005,0.594,38.31,3918.85,155645,0.3729,0
KANSAINER.NS,Kansai Nerolac Paints Limited,220606902000,0.276,18.76,272.9,1003574,0.0377,0
GANDHITUBE.NS,Gandhi Special Tubes Limited,9025898000,0.647,16.48,742.75,6021,0.5418,1
HTMEDIA.NS,HT Media Limited,5585952000,0.343,-7.11,24.0,388525,0.7459,0
PRAXIS.NS,Praxis Home Retail Limited,1909574500,0.387,-2.65,15.25,56748,0.1941,0
CAPTRUST.NS,Capital Trust Limited,1798117860,1.661,87.05,109.9,27628,0.7728,1
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,1133398350,0.297,39.46,54.5,18447,-0.026,0
IOC.NS,Indian Oil Corporation Limited,2248801100000,0.772,5.45,159.25,36915645,1.3642,3
ZYDUSLIFE.NS,Zydus Lifesciences Limited,1055183089500,0.554,27.82,1048.65,2720155,1.0579,0
BALMLAWRIE.NS,Balmer Lawrie & Co. Ltd.,39245418000,0.788,16.08,229.5,1843540,1.1955,1
ADORWELD.NS,Ador Welding Limited,16043510300,0.616,26.04,1179.8,15219,0.497,0
HESTERBIO.NS,Hester Biosciences Limited,15382170945,0.546,79.2,1721.25,2164,-0.1067,0
AMBIKCO.NS,Ambika Cotton Mills Limited,8627002500,0.615,13.83,1506.9,14451,0.054,1
GENUSPAPER.NS,Genus Paper & Boards Limited,5001100681,0.459,154.62,19.45,513190,0.3727,0
SOFTTECH.NS,SoftTech Engineers Limited,3743188771,0.02,98.11,306.3,3415,0.7529,0
DCMNVL.NS,DCM Nouvelle Limited,3595457250,0.953,-91.64,192.5,60339,0.3957,1
ROLLT.NS,Rollatainers Limited,1187959224,1.789,-6.86,4.0,237104,0.55,1
INDRAMEDCO.NS,Indraprastha Medical Corporation Limited,21181046650,0.744,17.5,231.05,201334,1.2702,1
GPTINFRA.NS,GPT Infraprojects Limited,13952554200,0.978,25.27,239.85,142714,2.6504,1
APCL.NS,Anjani Portland Cement Limited,4855654440,0.408,-12.99,165.3,25746,0.1338,0
BRITANNIA.NS,Britannia Industries Limited,1321558412200,0.482,60.67,5486.65,1188909,0.1654,0
UNIONBANK.NS,Union Bank of India,1075957329500,1.191,7.72,140.95,38996648,1.3428,1
YESBANK.NS,Yes Bank Limited,656286800502,0.581,52.61,22.65,213777074,0.5467,0
DATAPATTNS.NS,Data Patterns (India) Limited,138607912125,0.601,82.32,2475.85,842950,0.7816,0
JSWHL.NS,JSW Holdings Limited,72359402360,0.654,47.42,6519.1,2683,0.8792,1
SHAREINDIA.NS,Share India Securities Limited,61232775344,0.773,13.99,1497.55,158252,0.5409,1
ARTEMISMED.NS,Artemis Medicare Services Limited,23933992550,0.883,76.62,174.85,102214,1.5921,1
JINDALPOLY.NS,Jindal Poly Films Limited,21137884600,0.394,30.13,482.75,20917,-0.0879,0
TVTODAY.NS,T.V. Today Network Limited,13106207990,0.263,23.34,219.65,163179,0.2183,0
DWARKESH.NS,Dwarikesh Sugar Industries Limited,12507817500,0.916,15.5,67.5,793398,-0.1676,1
VIPCLOTHNG.NS,VIP Clothing Limited,2614179225,0.493,-22.03,31.65,133282,-0.0923,0
BROOKS.NS,Brooks Laboratories Limited,1937006460,1.378,-9.78,73.8,55617,0.4964,1
FORTIS.NS,Fortis Healthcare Limited,334635133500,0.634,56.61,443.25,2323667,0.6076,0
SHARDAMOTR.NS,Sharda Motor Industries Limited,47580966060,1.375,16.09,1600.35,96089,1.4912,1
ELDEHSG.NS,Eldeco Housing and Industries Limited,8885590450,0.96,26.66,903.65,5334,0.4232,1
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,3516690200,1.29,10.06,185.05,106265,0.2354,1
SADBHIN.NS,Sadbhav Infrastructure Project Limited,2042905000,1.103,-0.39,5.8,410764,1.339,1
ASALCBR.NS,Associated Alcohols & Breweries Limited,10024916400,0.214,20.15,554.5,56511,0.4773,0
GOACARBON.NS,Goa Carbon Limited,6744323850,1.616,8.22,737.0,48495,0.8807,1
SADBHAV.NS,Sadbhav Engineering Limited,4306432100,1.517,-0.7,25.1,846728,2.3647,1
RAMCOCEM.NS,The Ramco Cements Limited,179948172600,0.26,49.21,761.55,510210,0.0812,0
MINDACORP.NS,Minda Corporation Limited,100389272100,0.847,45.85,419.9,354165,0.9493,1
GEECEE.NS,GeeCee Ventures Limited,6649920600,0.663,18.47,318.0,54131,1.0854,1
ALBERTDAVD.NS,Albert David Limited,6109800138,0.328,8.34,1070.55,10794,1.0809,0
ALANKIT.NS,Alankit Limited,5400558397,1.049,20.68,18.95,1836717,1.415,1
SABTNL.NS,SRI ADHIKARI BROS,4483426770,0.162,0.0,176.7,21,1.3438,0
NOIDATOLL.NS,Noida Toll Bridge Company Limited,1806091500,0.226,-5.97,9.7,198060,0.1119,0
NKIND.NS,N.K Industries Limited,268943025,-0.29,-26.78,44.75,345,0.5611,0
BAJAJELEC.NS,Bajaj Electricals Limited,107143799600,0.58,81.27,930.1,81920,-0.1746,0
IFBAGRO.NS,IFB Agro Industries Limited,3874705052,0.636,-49.49,413.65,9516,-0.0602,1
SHRENIK.NS,Shrenik Limited,581400000,2.103,-95.0,0.95,1858563,-0.0526,1
3PLAND.NS,3P Land Holdings Ltd,532800000,1.0751429,0.0,29.6,16184,0.295,1
AARVEEDEN.NS,Aarvee Denims and Exports Ltd.,523153540,0.939,-1.0,22.3,30083,0.3324,1
KHAITANLTD.NS,Khaitan (India) Limited,323000000,-0.016,109.45,68.0,5691,0.3527,0
CERA.NS,Cera Sanitaryware Limited,89939520472,-0.083,38.91,6915.3,16893,0.0581,0
PAISALO.NS,Paisalo Digital Limited,56307358800,0.961,16.96,62.7,1392135,1.2741,1
DREDGECORP.NS,Dredging Corporation of India Limited,23620800000,1.119,69.25,843.6,18198,1.3934,1
SBGLP.NS,Suratwwala Business Group Limited,19804107200,0.264,749.69,114.2,1519649,3.8213,4
TREJHARA.NS,Trejhara Solutions Limited,2307365567,0.618,14.39,158.95,15085,2.0373,1
MITCON.NS,MITCON Consultancy & Engineering Services Limited,1674833230,-0.034,36.77,124.7,26063,0.6874,0
LFIC.NS,Lakshmi Finance & Industrial Corporation Limited,570900000,0.423,5.69,190.3,11977,0.3405,0
SECURCRED.NS,SecUR Credentials Limited,568719780,-0.34,-3.0,13.85,422749,-0.2842,0
SGL.NS,STL Global Limited,415908405,0.425,-15.68,15.15,12607,0.1367,0
MPHASIS.NS,Mphasis Limited,446468741108,0.705,29.9,2362.1,962806,0.4098,1
MOREPENLAB.NS,Morepen Laboratories Limited,22925929650,1.252,24.71,44.85,3141926,0.608,1
COMPUSOFT.NS,Compucom Software Limited,2069123980,1.073,41.64,26.15,150043,0.3533,1
UNITEDPOLY.NS,United Polyfab Gujarat Limited,2040591049,0.091,22.75,82.05,2680,0.1761,0
TVVISION.NS,TV Vision Limited,267337050,0.739,-1.14,6.9,19652,1.2791,1
SUZLON.NS,Suzlon Energy Limited,659108955000,1.248,100.0,48.45,81242576,4.0186,1
KCP.NS,The KCP Limited,25945351049,0.498,15.59,201.25,3422091,0.7218,0
FEL.NS,Future Enterprises Limited,544134047,1.272,-0.01,0.7,751730,0.0909,1
HINDZINC.NS,Hindustan Zinc Limited,2859907841323,0.74,38.15,676.85,1762307,0.0581,3
CHEMPLASTS.NS,Chemplast Sanmar Limited,75426172277,0.075,-48.4,477.05,126225,0.2924,0
VSTIND.NS,VST Industries Limited,63023026470,0.375,21.2,4081.3,27628,0.1739,0
ATULAUTO.NS,Atul Auto Limited,14704026305,0.257,157.78,529.85,168734,0.5078,0
NIBL.NS,NRB Industrial Bearings Limited,764478585,0.429,-3.03,31.55,10839,1.0152,0
SPTL.NS,Sintex Plastics Technology Limited,524824824,0.818,-0.11,0.75,1475483,-0.5,1
ADANIPOWER.NS,Adani Power Limited,2802645451000,0.612,15.19,726.65,34532277,1.8028,3
HDFCAMC.NS,HDFC Asset Management Company Limited,791043613600,0.66,41.74,3705.4,958334,1.2763,1
PGHL.NS,Procter & Gamble Health Limited,82659202210,0.447,38.39,4979.65,14485,0.0452,0
ARVSMART.NS,Arvind SmartSpaces Limited,26513438400,0.407,67.14,583.2,178171,1.5954,0
BHAGERIA.NS,Bhageria Industries Limited,6592456410,0.871,36.22,151.05,40797,0.2724,1
REMSONSIND.NS,Remsons Industries Limited,6100019644,1.145,44.49,846.25,11308,4.0368,1
TRIGYN.NS,Trigyn Technologies Limited,3455694825,0.958,17.69,112.25,110527,0.0236,1
IFCI.NS,IFCI Limited,159115432796,0.66,134.88,52.85,47990487,3.0667,0
RAMCOIND.NS,Ramco Industries Limited,19319365205,0.54,18.22,222.55,104252,0.5525,0
NELCAST.NS,Nelcast Limited,11810412900,0.592,22.02,135.75,79734,0.4483,0
SUPREMEINF.NS,Supreme Infrastructure India Limited,2601963000,1.229,-0.2,101.25,1030,1.7766,1
PNC.NS,Pritish Nandy Communications Ltd,870190050,1.283,36.32,60.15,45439,0.661,1
ORTINLAB.NS,Ortin Laboratories Limited,140673047,1.271,-3.45,17.3,24035,0.0293,1
BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,895794276600,0.613,12.44,8048.9,26428,0.4102,1
STARHEALTH.NS,Star Health and Allied Insurance Company Limited,292235852703,-0.096,34.9,499.25,4524235,0.0313,0
TATACHEM.NS,Tata Chemicals Limited,265735983600,1.018,95.95,1043.1,832899,0.1421,1
WHIRLPOOL.NS,Whirlpool of India Limited,195014951200,0.419,90.25,1537.1,126393,-0.057,0
APLLTD.NS,Alembic Pharmaceuticals Limited,175334196000,0.688,28.33,892.0,49977,1.0709,1
VISHNU.NS,Vishnu Chemicals Limited,21374972314,0.8,21.28,326.2,326352,0.1709,1
SATIA.NS,Satia Industries Limited,10810000000,-0.098,5.27,108.1,204557,0.0167,0
FRETAIL.NS,Future Retail Limited,1301481600,1.496,-0.04,2.4,1151814,-0.0238,1
HATSUN.NS,Hatsun Agro Product Limited,226991349400,0.299,86.35,1019.05,37064,0.253,0
TPLPLASTEH.NS,TPL Plastech Limited,6489849600,0.759,33.43,83.2,449248,1.28,1
BHANDARI.NS,Bhandari Hosiery Exports Limited,1209441200,1.254,19.0,7.4,499036,0.8073,1
AKSHAR.NS,Akshar Spintex Limited,782968735,0.819,21.25,2.5,1014622,-0.554,1
VENUSPIPES.NS,Venus Pipes and Tubes Limited,41249813964,-0.929,49.38,2032.4,58807,1.5938,0
TASTYBITE.NS,Tasty Bite Eatables Limited,26761840400,0.348,65.07,10429.4,1752,0.5288,0
IGPL.NS,I G Petrochemicals Limited,14675309595,1.092,37.99,476.55,40300,0.0502,1
RAMAPHO.NS,Rama Phosphates Limited,2821180740,0.814,-9.33,159.45,13912,-0.0766,1
SUPERHOUSE.NS,Superhouse Limited,2197282500,0.629,16.23,199.3,13558,-0.1687,1
RELCHEMQ.NS,Reliance Chemotex Industries Limited,1527570900,0.377,49.59,202.5,20493,0.2284,0
WEWIN.NS,We Win Limited,729946884,1.209,26.34,68.0,32623,0.7277,1
EDELWEISS.NS,Edelweiss Financial Services Limited,64702320770,0.847,14.79,65.95,8997740,1.1349,1
DEEPINDS.NS,Deep Industries Limited,17478400000,-0.272,14.44,273.1,95766,1.2736,0
DVL.NS,Dhunseri Ventures Limited,10969767360,0.686,7.41,313.2,86421,0.4848,1
HINDUNILVR.NS,Hindustan Unilever Limited,6115395372500,0.068,58.3,2602.75,11060327,-0.0987,3
SONATSOFTW.NS,Sonata Software Limited,143956173750,0.979,47.26,513.35,885091,0.9316,1
MTARTECH.NS,MTAR Technologies Limited,51065549940,-0.275,95.32,1660.15,520235,0.0814,0
KAMDHENU.NS,Kamdhenu Limited,12954628725,1.784,27.13,480.95,84371,0.7328,1
CINELINE.NS,Cineline India Limited,4014308760,0.63,-85.18,117.15,91886,0.2901,1
APOLSINHOT.NS,Apollo Sindoori Hotels Limited,3921143160,-0.153,35.29,1507.9,3529,0.5306,0
LYKALABS.NS,Lyka Labs Limited,3348707836,1.154,-138.48,109.05,72962,0.0163,1
UNIVASTU.NS,Univastu India Limited,2071766580,0.259,45.01,182.3,10598,0.7577,0
ARCHIES.NS,Archies Limited,803964000,0.735,-10.14,23.8,27647,0.6943,1
DALBHARAT.NS,Dalmia Bharat Limited,325423912200,0.619,39.87,1735.15,545659,0.0089,0
BLUEDART.NS,Blue Dart Express Limited,168579611130,0.283,56.58,7104.7,12660,0.0174,0
ASTRAMICRO.NS,Astra Microwave Products Limited,71412881750,0.748,60.95,752.15,955182,1.6053,1
FAIRCHEMOR.NS,Fairchem Organics Limited,16158285855,-0.195,40.48,1240.95,10326,0.3147,0
RAMCOSYS.NS,Ramco Systems Limited,10475376275,1.253,-4.53,295.75,38809,0.3515,1
SEJALLTD.NS,Sejal Glass Limited,3233515000,-1.264,98.17,320.15,4530,0.6127,0
AKSHOPTFBR.NS,Aksh Optifibre Limited,1350393400,0.951,-1.92,8.3,128055,-0.0473,1
KRIDHANINF.NS,Kridhan Infra Limited,369638880,1.54,-1.26,3.9,3541,1.7059,1
TEGA.NS,Tega Industries Limited,98226342411,0.506,51.04,1476.3,56761,0.7735,0
ITDCEM.NS,ITD Cementation India Limited,69410941400,0.853,26.45,404.05,1913128,2.214,1
KRBL.NS,KRBL Limited,61640077000,0.752,10.96,269.3,1415296,-0.2121,1
SHANTIGEAR.NS,Shanthi Gears Limited,41253975225,0.439,50.48,537.75,55907,0.4856,0
RAMKY.NS,Ramky Infrastructure Limited,32868955000,0.421,11.02,475.0,113130,0.6471,0
HLEGLAS.NS,HLE Glascoat Limited,28483779875,0.714,64.81,417.25,36529,-0.1364,1
NITIRAJ.NS,Nitiraj Engineers Limited,2424874050,-0.17,53.85,236.55,12046,1.4743,0
BVCL.NS,Barak Valley Cements Limited,1114648000,0.77,16.15,50.3,15511,1.2833,1
BIOFILCHEM.NS,Biofil Chemicals and Pharmaceuticals Limited,928420290,2.392,136.7,57.05,52114,0.4259,1
ASAL.NS,Automotive Stampings and Assemblies Limited,13161899460,1.038,68.73,829.65,167594,1.216,1
VINYLINDIA.NS,Vinyl Chemicals (India) Limited,6408816450,0.327,30.1,349.5,54943,-0.0559,0
NILAINFRA.NS,Nila Infrastructures Limited,3761639950,1.042,34.48,9.55,1006279,1.1684,1
EUROTEXIND.NS,Eurotex Industries and Exports Limited,105873427,0.209,-1.64,12.1,3030,0.0308,0
CGPOWER.NS,CG Power and Industrial Solutions Limited,958653780500,1.323,114.58,627.65,10673669,0.7627,1
CMSINFO.NS,CMS Info Systems Limited,70703943120,0.216,20.9,434.4,927506,0.4322,0
UEL.NS,Ujaas Energy Limited,19607046200,1.044,0.0,186.2,280,0.2857,1
TIL.NS,TIL Limited,16250912156,1.223,1.12,244.0,453,3.1327,1
FLEXITUFF.NS,Flexituff Ventures International Limited,866547367,2.008,-0.47,30.3,9336,0.7062,1
KSB.NS,KSB Limited,154758959580,0.414,73.73,4446.1,67866,0.856,0
SANSERA.NS,Sansera Engineering Limited,54202235893,0.351,29.41,1010.95,161495,0.4081,0
SHREERAMA.NS,Shree Rama Multi-Tech Limited,3069763977,0.521,27.38,23.0,15783,1.6761,0
RHFL.NS,Reliance Home Finance Limited,1574839500,1.833,0.03,3.25,325633,0.2292,1
OBCL.NS,Orissa Bengal Carrier Limited,1095251460,0.124,31.69,51.95,42238,-0.0835,0
SEYAIND.NS,Seya Industries Limited,567280175,0.64,-4.32,21.35,6927,-0.0949,1
ALPA.NS,Alpa Laboratories Limited,1677987850,0.859,10.27,79.75,45981,0.601,1
KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited,244370829,-0.033,1.54,705.65,256,0.535,0
INFY.NS,Infosys Limited,5937632188570,0.542,22.79,1430.1,9232441,0.0812,3
EICHERMOT.NS,Eicher Motors Limited,1254696369000,0.587,31.58,4579.0,468019,0.3925,0
LEMONTREE.NS,Lemon Tree Hotels Limited,110993664600,0.683,74.84,140.1,3048668,0.6802,1
INDOBORAX.NS,Indo Borax & Chemicals Limited,4914583500,1.418,13.06,153.15,83976,0.5431,1
MODISONLTD.NS,Modison Limited,3950787500,0.392,19.0,121.75,17845,1.1833,0
MANGALAM.NS,Mangalam Drugs & Organics Limited,1589151280,0.732,-17.78,100.4,37297,-0.0505,1
INDIGO.NS,InterGlobe Aviation Limited,1678429681500,0.57,20.3,4348.5,1729808,0.9344,3
COROMANDEL.NS,Coromandel International Limited,403328021400,0.401,24.67,1369.8,581274,0.2555,0
UPL.NS,UPL Limited,396658797600,0.943,-30.26,528.45,3689353,-0.339,1
KIOCL.NS,KIOCL Limited,246047992350,1.152,-308.41,404.85,235078,1.248,1
BFINVEST.NS,BF Investment Limited,20361221180,0.341,25.81,540.55,46688,0.2786,0
BIRLAMONEY.NS,Aditya Birla Money Limited,7185144780,0.556,21.69,127.15,203456,1.1027,0
NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,5980650000,0.427,-0.48,10.0,1739879,-0.0272,0
IRISDOREME.NS,Iris Clothings Limited,5856769080,-0.078,61.5,71.8,130478,0.1768,0
TCLCONS.NS,Tantia Constructions Limited,5293250000,0.466,-24.83,34.15,56813,3.0294,0
